datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2023-12-01 09:57:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.05,7.1,7.05,7.1,1500,253750,42
2023-12-01 09:58:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.2,7.2,7.2,7.2,1800,253750,43
2023-12-01 09:59:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.2,7.2,7.15,7.15,950,254450,44
2023-12-01 10:00:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.15,7.2,7.1,7.2,650,254450,45
2023-12-01 10:02:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.15,7.15,7.15,7.15,900,254600,46
2023-12-01 10:03:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.2,7.25,7.15,7.15,1500,254600,47
2023-12-01 10:04:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.15,7.15,7.1,7.1,16200,254600,48
2023-12-01 10:05:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.15,7.15,7.1,7.15,4850,269650,49
2023-12-01 10:06:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.15,7.2,7.15,7.2,24350,269650,50
2023-12-01 10:07:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.25,7.25,7.2,7.2,150,269650,51
2023-12-01 10:08:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.2,7.2,7.2,7.2,0,269650,52
2023-12-01 10:09:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.15,7.25,7.15,7.25,150,284300,53
2023-12-01 10:10:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.25,7.3,7.25,7.3,1100,284300,54
2023-12-01 10:11:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.35,7.45,7.35,7.45,250,285250,55
2023-12-01 10:12:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.45,7.5,7.45,7.5,250,285250,56
2023-12-01 10:13:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.55,7.55,7.55,7.55,0,285250,57
2023-12-01 10:14:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.5,7.55,7.5,7.55,100,286200,58
2023-12-01 10:15:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.55,7.7,7.55,7.7,5500,286200,59
2023-12-01 10:16:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.6,7.6,7.6,7.6,0,286200,60
2023-12-01 10:17:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.6,7.65,7.55,7.65,2500,291200,61
2023-12-01 10:18:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.65,7.7,7.65,7.65,1150,291200,62
2023-12-01 10:19:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.65,7.7,7.65,7.7,1400,291200,63
2023-12-01 10:20:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.65,7.7,7.65,7.7,1850,293150,64
2023-12-01 10:21:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.6,7.7,7.6,7.6,1750,293150,65
2023-12-01 10:22:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.6,7.7,7.6,7.6,2400,293150,66
2023-12-01 10:23:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.65,7.65,7.65,7.65,0,296350,67
2023-12-01 10:24:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.6,7.7,7.6,7.7,850,296350,68
2023-12-01 10:25:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.7,7.7,7.65,7.7,600,296350,69
2023-12-01 10:26:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.7,7.75,7.7,7.75,1500,298900,70
2023-12-01 10:27:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.7,7.8,7.7,7.75,4800,298900,71
2023-12-01 10:28:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.8,7.8,7.8,500,298900,72
2023-12-01 10:29:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.75,7.75,7.75,7.75,2800,304300,73
2023-12-01 10:30:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.7,7.7,7.55,7.55,800,304300,74
2023-12-01 10:31:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.6,7.8,7.6,7.8,9350,304300,75
2023-12-01 10:32:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.8,7.8,7.8,650,313600,76
2023-12-01 10:33:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.7,7.8,7.7,7.8,7550,313600,77
2023-12-01 10:35:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.8,7.8,7.8,0,316200,78
2023-12-01 10:36:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.85,7.85,7.8,7.85,1000,316200,79
2023-12-01 10:37:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.8,7.75,7.75,100,316200,80
2023-12-01 10:38:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.8,7.8,7.8,250,316200,81
2023-12-01 10:39:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.85,7.75,7.85,250,317200,82
2023-12-01 10:40:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.85,7.85,7.85,7.85,900,317200,83
2023-12-01 10:41:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.9,7.9,7.8,7.8,450,317300,84
2023-12-01 10:42:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.8,7.8,7.8,0,317300,85
2023-12-01 10:43:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.9,7.9,7.9,7.9,0,317300,86
2023-12-01 10:44:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.85,7.8,7.85,50,316800,87
2023-12-01 10:45:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.9,7.9,7.8,7.8,2500,316800,88
2023-12-01 10:46:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.9,7.8,7.9,1450,316800,89
2023-12-01 10:47:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.95,7.8,7.95,2550,317000,90
2023-12-01 10:48:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.85,7.85,7.85,7.85,900,317000,91
2023-12-01 10:49:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.85,7.8,7.85,400,317000,92
2023-12-01 10:50:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.9,7.9,7.85,7.85,250,318600,93
2023-12-01 10:51:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.85,7.8,7.85,50,318600,94
2023-12-01 10:52:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.85,7.85,7.8,7.85,400,318600,95
2023-12-01 10:53:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.9,7.9,7.75,7.75,150,319000,96
2023-12-01 10:54:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.75,7.75,7.75,7.75,500,319000,97
2023-12-01 10:55:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.75,7.75,7.65,7.65,5850,319000,98
2023-12-01 10:56:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.65,7.7,7.65,7.65,1150,320600,99
2023-12-01 10:57:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.65,7.65,7.6,7.6,550,320600,100
2023-12-01 10:58:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.65,7.7,7.65,7.7,500,320600,101
2023-12-01 10:59:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.7,7.75,7.7,7.75,550,321150,102
2023-12-01 11:00:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.75,7.75,7.7,7.7,750,321150,103
2023-12-01 11:01:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.75,7.85,7.75,7.85,5200,321150,104
2023-12-01 11:02:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.8,7.85,7.8,7.85,1550,326650,105
2023-12-01 11:03:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.85,7.85,7.85,7.85,1600,326650,106
2023-12-01 11:04:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.85,7.95,7.85,7.95,5700,326650,107
2023-12-01 11:05:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,8,7.95,8,4200,331050,108
2023-12-01 11:06:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8,8.05,1250,331050,109
2023-12-01 11:07:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8,8,250,331050,110
2023-12-01 11:08:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,7.95,8,2050,332950,111
2023-12-01 11:09:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.9,8,7.9,7.95,1050,332950,112
2023-12-01 11:10:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.9,7.95,7.9,7.95,250,332950,113
2023-12-01 11:11:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,8,7.95,8,300,332950,114
2023-12-01 11:12:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,450,334600,115
2023-12-01 11:13:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,7.95,7.95,7.95,0,334600,116
2023-12-01 11:14:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,8,7.95,8,550,336450,117
2023-12-01 11:16:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,0,336450,118
2023-12-01 11:17:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,0,336450,119
2023-12-01 11:18:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,7.9,7.9,700,336700,120
2023-12-01 11:19:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,7.95,7.9,7.9,2000,336700,121
2023-12-01 11:20:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,7.95,7.95,200,336350,122
2023-12-01 11:21:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,8.05,7.95,8.05,600,336350,123
2023-12-01 11:22:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,400,336350,124
2023-12-01 11:24:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,0,336250,125
2023-12-01 11:25:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,7.95,7.95,150,336250,126
2023-12-01 11:26:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8.1,8,8.1,750,337200,127
2023-12-01 11:28:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.1,8.1,8.1,50,337200,128
2023-12-01 11:29:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.1,8,8.1,4200,339550,129
2023-12-01 11:30:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.2,8.15,8.15,1800,339550,130
2023-12-01 11:31:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.15,8,8.15,5600,339550,131
2023-12-01 11:32:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.15,8.05,8.1,6150,350700,132
2023-12-01 11:33:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.15,8.1,8.15,1750,350700,133
2023-12-01 11:34:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.2,8.15,8.15,1300,350700,134
2023-12-01 11:35:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.15,8,8,9000,350500,135
2023-12-01 11:36:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,7.95,8,4850,350500,136
2023-12-01 11:37:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,7.95,7.95,1500,350500,137
2023-12-01 11:39:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,0,351950,138
2023-12-01 11:40:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.1,8.05,8.05,2050,351950,139
2023-12-01 11:41:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8,8,1500,351650,140
2023-12-01 11:42:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,7.95,7.95,7.95,0,351650,141
2023-12-01 11:43:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,50,351650,142
2023-12-01 11:44:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,8.05,7.95,8.05,150,351650,143
2023-12-01 11:45:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,3300,348700,144
2023-12-01 11:46:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8,8,3250,348700,145
2023-12-01 11:47:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8.05,8.05,0,348700,146
2023-12-01 11:48:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8.05,8.05,650,352400,147
2023-12-01 11:49:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8,8,550,352400,148
2023-12-01 11:50:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8,8,100,352400,149
2023-12-01 11:51:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.1,8.05,8.1,1650,354400,150
2023-12-01 11:52:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.1,8.1,8.1,0,354400,151
2023-12-01 11:53:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.2,8.2,8.2,900,354600,152
2023-12-01 11:54:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.2,8.2,8.2,700,354600,153
2023-12-01 11:55:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.25,8.25,0,354600,154
2023-12-01 11:56:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.25,8.1,8.1,10350,356150,155
2023-12-01 11:57:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.15,8.15,8.15,0,356150,156
2023-12-01 11:58:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.2,8.25,900,356150,157
2023-12-01 11:59:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.25,8.15,8.25,600,353750,158
2023-12-01 12:00:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.3,8.25,8.3,800,353750,159
2023-12-01 12:01:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.25,8.25,0,353750,160
2023-12-01 12:02:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.25,8.25,50,353700,161
2023-12-01 12:03:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.25,8.25,50,353700,162
2023-12-01 12:05:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.3,8.3,8.3,150,353800,163
2023-12-01 12:06:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.25,8.25,0,353800,164
2023-12-01 12:07:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.15,8.15,1500,353800,165
2023-12-01 12:08:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.2,8.2,8.2,0,353100,166
2023-12-01 12:09:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.2,8.15,8.15,1450,353100,167
2023-12-01 12:10:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.2,8.2,8.2,0,353100,168
2023-12-01 12:11:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.2,8.2,8.2,700,354050,169
2023-12-01 12:12:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.2,8.2,8.2,0,354050,170
2023-12-01 12:13:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.15,8.15,8.15,150,354050,171
2023-12-01 12:14:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.1,7.95,7.95,650,354950,172
2023-12-01 12:15:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,7.95,7.9,7.95,400,354950,173
2023-12-01 12:16:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8.05,7.95,7.95,400,354950,174
2023-12-01 12:18:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,0,357050,175
2023-12-01 12:19:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,150,357050,176
2023-12-01 12:20:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,7.95,7.95,7.9,7.9,150,358450,177
2023-12-01 12:21:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8,8,8,8,0,358450,178
2023-12-01 12:23:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8.05,8.05,1050,359050,179
2023-12-01 12:24:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,7.95,8.05,300,359050,180
2023-12-01 12:25:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.1,8.1,8.1,200,359050,181
2023-12-01 12:26:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8.05,8.05,0,359050,182
2023-12-01 12:27:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.1,8.1,8.1,0,360300,183
2023-12-01 12:29:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.1,8.1,8.1,0,360300,184
2023-12-01 12:30:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8.05,8.05,50,360100,185
2023-12-01 12:31:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8.05,8.05,3700,360100,186
2023-12-01 12:32:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.05,8.05,8.05,8.05,1450,356450,187
2023-12-01 12:33:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.15,8.1,8.15,300,356450,188
2023-12-01 12:34:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.1,8.1,8.1,8.1,0,356450,189
2023-12-01 12:35:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.2,8.15,8.15,250,355150,190
2023-12-01 12:36:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.15,8.2,8.15,8.2,1000,355150,191
2023-12-01 12:39:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.2,8.25,8.2,8.2,1100,355700,192
2023-12-01 12:41:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.15,8.25,2750,359700,193
2023-12-01 12:42:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.25,8.25,0,359700,194
2023-12-01 12:43:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.3,8.25,8.3,300,359700,195
2023-12-01 12:44:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.35,8.3,8.35,2000,359700,196
2023-12-01 12:47:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.25,8.25,8.25,8.25,0,365050,197
2023-12-01 12:48:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.3,8.3,8.3,0,365050,198
2023-12-01 12:49:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.35,8.35,0,365050,199
2023-12-01 12:50:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.3,8.3,8.3,250,364950,200
2023-12-01 12:51:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.25,8.25,300,364950,201
2023-12-01 12:52:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.35,8.3,8.35,2050,364950,202
2023-12-01 12:53:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.35,8.35,50,364950,203
2023-12-01 12:54:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.4,8.4,8.35,8.35,100,367150,204
2023-12-01 12:55:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.3,8.3,8.3,0,367150,205
2023-12-01 12:56:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.4,8.3,8.4,100,367750,206
2023-12-01 12:58:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.3,8.3,8.3,50,367750,207
2023-12-01 13:00:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.35,8.35,0,367900,208
2023-12-01 13:01:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.35,8.35,100,367900,209
2023-12-01 13:02:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.3,8.3,550,367900,210
2023-12-01 13:03:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.35,8.3,8.35,550,368050,211
2023-12-01 13:04:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.4,8.5,8.3,8.5,1900,368050,212
2023-12-01 13:05:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.3,8.3,150,368050,213
2023-12-01 13:06:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.35,8.3,8.3,1100,368800,214
2023-12-01 13:07:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.35,8.35,0,368800,215
2023-12-01 13:08:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.3,8.3,8.3,8.3,250,368800,216
2023-12-01 13:10:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.4,8.4,8.35,8.35,300,371100,217
2023-12-01 13:11:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.4,8.4,8.4,8.4,50,371100,218
2023-12-01 13:12:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.4,8.4,8.35,8.35,100,371150,219
2023-12-01 13:13:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.35,8.35,8.35,8.35,400,371150,220
2023-12-01 13:14:00,NIFTY,NFO,Options,28-DEC-23,Call,21500,8.4,8.4,8.35,8.35,450,371150,221
